Filter Strip %,Till/No Till,Tilling Date,Fertilizer Composition,Spring Fertilizer Amount (kg/ha),Spring Fertilizer Date,Summer Fertilizer Amount (kg/ha),Fertilizer Application Method,Cover Crop,scenario
1,No Till,NA,28:10:10,280,1-May,280,Injection,Winter Rye,5130
3,No Till,NA,28:10:10,280,1-May,280,Injection,Winter Rye,5131
5,No Till,NA,28:10:10,280,1-May,280,Injection,Winter Rye,5132
0,No Till,NA,Dairy Manure,280,1-May,280,Injection,Winter Rye,5133
1,No Till,NA,Dairy Manure,280,1-May,280,Injection,Winter Rye,5134
3,No Till,NA,Dairy Manure,280,1-May,280,Injection,Winter Rye,5135
5,No Till,NA,Dairy Manure,280,1-May,280,Injection,Winter Rye,5136
0,No Till,NA,26:13:00,560,1-May,280,Injection,Winter Rye,5137
1,No Till,NA,26:13:00,560,1-May,280,Injection,Winter Rye,5138
3,No Till,NA,26:13:00,560,1-May,280,Injection,Winter Rye,5139
5,No Till,NA,26:13:00,560,1-May,280,Injection,Winter Rye,5140
0,No Till,NA,28:10:10,560,1-May,280,Injection,Winter Rye,5141
1,No Till,NA,28:10:10,560,1-May,280,Injection,Winter Rye,5142
3,No Till,NA,28:10:10,560,1-May,280,Injection,Winter Rye,5143
5,No Till,NA,28:10:10,560,1-May,280,Injection,Winter Rye,5144
0,No Till,NA,Dairy Manure,560,1-May,280,Injection,Winter Rye,5145
1,No Till,NA,Dairy Manure,560,1-May,280,Injection,Winter Rye,5146
3,No Till,NA,Dairy Manure,560,1-May,280,Injection,Winter Rye,5147
5,No Till,NA,Dairy Manure,560,1-May,280,Injection,Winter Rye,5148
0,No Till,NA,26:13:00,1120,1-May,280,Injection,Winter Rye,5149
1,No Till,NA,26:13:00,1120,1-May,280,Injection,Winter Rye,5150
3,No Till,NA,26:13:00,1120,1-May,280,Injection,Winter Rye,5151
5,No Till,NA,26:13:00,1120,1-May,280,Injection,Winter Rye,5152
0,No Till,NA,28:10:10,1120,1-May,280,Injection,Winter Rye,5153
1,No Till,NA,28:10:10,1120,1-May,280,Injection,Winter Rye,5154
3,No Till,NA,28:10:10,1120,1-May,280,Injection,Winter Rye,5155
5,No Till,NA,28:10:10,1120,1-May,280,Injection,Winter Rye,5156
0,No Till,NA,Dairy Manure,1120,1-May,280,Injection,Winter Rye,5157
1,No Till,NA,Dairy Manure,1120,1-May,280,Injection,Winter Rye,5158
3,No Till,NA,Dairy Manure,1120,1-May,280,Injection,Winter Rye,5159
5,No Till,NA,Dairy Manure,1120,1-May,280,Injection,Winter Rye,5160
0,No Till,NA,26:13:00,0,1-Feb,560,Injection,Winter Rye,5161
1,No Till,NA,26:13:00,0,1-Feb,560,Injection,Winter Rye,5162
3,No Till,NA,26:13:00,0,1-Feb,560,Injection,Winter Rye,5163
5,No Till,NA,26:13:00,0,1-Feb,560,Injection,Winter Rye,5164
0,No Till,NA,28:10:10,0,1-Feb,560,Injection,Winter Rye,5165
1,No Till,NA,28:10:10,0,1-Feb,560,Injection,Winter Rye,5166
3,No Till,NA,28:10:10,0,1-Feb,560,Injection,Winter Rye,5167
5,No Till,NA,28:10:10,0,1-Feb,560,Injection,Winter Rye,5168
0,No Till,NA,Dairy Manure,0,1-Feb,560,Injection,Winter Rye,5169
1,No Till,NA,Dairy Manure,0,1-Feb,560,Injection,Winter Rye,5170
3,No Till,NA,Dairy Manure,0,1-Feb,560,Injection,Winter Rye,5171
5,No Till,NA,Dairy Manure,0,1-Feb,560,Injection,Winter Rye,5172
0,No Till,NA,26:13:00,140,1-Feb,560,Injection,Winter Rye,5173
1,No Till,NA,26:13:00,140,1-Feb,560,Injection,Winter Rye,5174
3,No Till,NA,26:13:00,140,1-Feb,560,Injection,Winter Rye,5175
5,No Till,NA,26:13:00,140,1-Feb,560,Injection,Winter Rye,5176
0,No Till,NA,28:10:10,140,1-Feb,560,Injection,Winter Rye,5177
1,No Till,NA,28:10:10,140,1-Feb,560,Injection,Winter Rye,5178
3,No Till,NA,28:10:10,140,1-Feb,560,Injection,Winter Rye,5179
5,No Till,NA,28:10:10,140,1-Feb,560,Injection,Winter Rye,5180
0,No Till,NA,Dairy Manure,140,1-Feb,560,Injection,Winter Rye,5181
1,No Till,NA,Dairy Manure,140,1-Feb,560,Injection,Winter Rye,5182
3,No Till,NA,Dairy Manure,140,1-Feb,560,Injection,Winter Rye,5183
5,No Till,NA,Dairy Manure,140,1-Feb,560,Injection,Winter Rye,5184
0,No Till,NA,26:13:00,280,1-Feb,560,Injection,Winter Rye,5185
1,No Till,NA,26:13:00,280,1-Feb,560,Injection,Winter Rye,5186
3,No Till,NA,26:13:00,280,1-Feb,560,Injection,Winter Rye,5187
5,No Till,NA,26:13:00,280,1-Feb,560,Injection,Winter Rye,5188
0,No Till,NA,28:10:10,280,1-Feb,560,Injection,Winter Rye,5189
1,No Till,NA,28:10:10,280,1-Feb,560,Injection,Winter Rye,5190
3,No Till,NA,28:10:10,280,1-Feb,560,Injection,Winter Rye,5191
5,No Till,NA,28:10:10,280,1-Feb,560,Injection,Winter Rye,5192
0,No Till,NA,Dairy Manure,280,1-Feb,560,Injection,Winter Rye,5193
1,No Till,NA,Dairy Manure,280,1-Feb,560,Injection,Winter Rye,5194
3,No Till,NA,Dairy Manure,280,1-Feb,560,Injection,Winter Rye,5195
5,No Till,NA,Dairy Manure,280,1-Feb,560,Injection,Winter Rye,5196
0,No Till,NA,26:13:00,560,1-Feb,560,Injection,Winter Rye,5197
1,No Till,NA,26:13:00,560,1-Feb,560,Injection,Winter Rye,5198
3,No Till,NA,26:13:00,560,1-Feb,560,Injection,Winter Rye,5199
5,No Till,NA,26:13:00,560,1-Feb,560,Injection,Winter Rye,5200
0,No Till,NA,28:10:10,560,1-Feb,560,Injection,Winter Rye,5201
1,No Till,NA,28:10:10,560,1-Feb,560,Injection,Winter Rye,5202
3,No Till,NA,28:10:10,560,1-Feb,560,Injection,Winter Rye,5203
5,No Till,NA,28:10:10,560,1-Feb,560,Injection,Winter Rye,5204
0,No Till,NA,Dairy Manure,560,1-Feb,560,Injection,Winter Rye,5205
1,No Till,NA,Dairy Manure,560,1-Feb,560,Injection,Winter Rye,5206
3,No Till,NA,Dairy Manure,560,1-Feb,560,Injection,Winter Rye,5207
5,No Till,NA,Dairy Manure,560,1-Feb,560,Injection,Winter Rye,5208
0,No Till,NA,26:13:00,1120,1-Feb,560,Injection,Winter Rye,5209
1,No Till,NA,26:13:00,1120,1-Feb,560,Injection,Winter Rye,5210
3,No Till,NA,26:13:00,1120,1-Feb,560,Injection,Winter Rye,5211
5,No Till,NA,26:13:00,1120,1-Feb,560,Injection,Winter Rye,5212
0,No Till,NA,28:10:10,1120,1-Feb,560,Injection,Winter Rye,5213
1,No Till,NA,28:10:10,1120,1-Feb,560,Injection,Winter Rye,5214
3,No Till,NA,28:10:10,1120,1-Feb,560,Injection,Winter Rye,5215
5,No Till,NA,28:10:10,1120,1-Feb,560,Injection,Winter Rye,5216
0,No Till,NA,Dairy Manure,1120,1-Feb,560,Injection,Winter Rye,5217
1,No Till,NA,Dairy Manure,1120,1-Feb,560,Injection,Winter Rye,5218
3,No Till,NA,Dairy Manure,1120,1-Feb,560,Injection,Winter Rye,5219
5,No Till,NA,Dairy Manure,1120,1-Feb,560,Injection,Winter Rye,5220
0,No Till,NA,26:13:00,0,1-May,560,Injection,Winter Rye,5221
1,No Till,NA,26:13:00,0,1-May,560,Injection,Winter Rye,5222
3,No Till,NA,26:13:00,0,1-May,560,Injection,Winter Rye,5223
5,No Till,NA,26:13:00,0,1-May,560,Injection,Winter Rye,5224
0,No Till,NA,28:10:10,0,1-May,560,Injection,Winter Rye,5225
1,No Till,NA,28:10:10,0,1-May,560,Injection,Winter Rye,5226
3,No Till,NA,28:10:10,0,1-May,560,Injection,Winter Rye,5227
5,No Till,NA,28:10:10,0,1-May,560,Injection,Winter Rye,5228
0,No Till,NA,Dairy Manure,0,1-May,560,Injection,Winter Rye,5229
1,No Till,NA,Dairy Manure,0,1-May,560,Injection,Winter Rye,5230
3,No Till,NA,Dairy Manure,0,1-May,560,Injection,Winter Rye,5231
5,No Till,NA,Dairy Manure,0,1-May,560,Injection,Winter Rye,5232
0,No Till,NA,26:13:00,140,1-May,560,Injection,Winter Rye,5233
1,No Till,NA,26:13:00,140,1-May,560,Injection,Winter Rye,5234
3,No Till,NA,26:13:00,140,1-May,560,Injection,Winter Rye,5235
5,No Till,NA,26:13:00,140,1-May,560,Injection,Winter Rye,5236
0,No Till,NA,28:10:10,140,1-May,560,Injection,Winter Rye,5237
1,No Till,NA,28:10:10,140,1-May,560,Injection,Winter Rye,5238
3,No Till,NA,28:10:10,140,1-May,560,Injection,Winter Rye,5239
5,No Till,NA,28:10:10,140,1-May,560,Injection,Winter Rye,5240
0,No Till,NA,Dairy Manure,140,1-May,560,Injection,Winter Rye,5241
1,No Till,NA,Dairy Manure,140,1-May,560,Injection,Winter Rye,5242
3,No Till,NA,Dairy Manure,140,1-May,560,Injection,Winter Rye,5243
5,No Till,NA,Dairy Manure,140,1-May,560,Injection,Winter Rye,5244
0,No Till,NA,26:13:00,280,1-May,560,Injection,Winter Rye,5245
1,No Till,NA,26:13:00,280,1-May,560,Injection,Winter Rye,5246
3,No Till,NA,26:13:00,280,1-May,560,Injection,Winter Rye,5247
5,No Till,NA,26:13:00,280,1-May,560,Injection,Winter Rye,5248
0,No Till,NA,28:10:10,280,1-May,560,Injection,Winter Rye,5249
1,No Till,NA,28:10:10,280,1-May,560,Injection,Winter Rye,5250
3,No Till,NA,28:10:10,280,1-May,560,Injection,Winter Rye,5251
5,No Till,NA,28:10:10,280,1-May,560,Injection,Winter Rye,5252
0,No Till,NA,Dairy Manure,280,1-May,560,Injection,Winter Rye,5253
1,No Till,NA,Dairy Manure,280,1-May,560,Injection,Winter Rye,5254
3,No Till,NA,Dairy Manure,280,1-May,560,Injection,Winter Rye,5255
5,No Till,NA,Dairy Manure,280,1-May,560,Injection,Winter Rye,5256
0,No Till,NA,26:13:00,560,1-May,560,Injection,Winter Rye,5257
1,No Till,NA,26:13:00,560,1-May,560,Injection,Winter Rye,5258
3,No Till,NA,26:13:00,560,1-May,560,Injection,Winter Rye,5259
5,No Till,NA,26:13:00,560,1-May,560,Injection,Winter Rye,5260
0,No Till,NA,28:10:10,560,1-May,560,Injection,Winter Rye,5261
1,No Till,NA,28:10:10,560,1-May,560,Injection,Winter Rye,5262
3,No Till,NA,28:10:10,560,1-May,560,Injection,Winter Rye,5263
5,No Till,NA,28:10:10,560,1-May,560,Injection,Winter Rye,5264
0,No Till,NA,Dairy Manure,560,1-May,560,Injection,Winter Rye,5265
1,No Till,NA,Dairy Manure,560,1-May,560,Injection,Winter Rye,5266
3,No Till,NA,Dairy Manure,560,1-May,560,Injection,Winter Rye,5267
5,No Till,NA,Dairy Manure,560,1-May,560,Injection,Winter Rye,5268
0,No Till,NA,26:13:00,1120,1-May,560,Injection,Winter Rye,5269
1,No Till,NA,26:13:00,1120,1-May,560,Injection,Winter Rye,5270
3,No Till,NA,26:13:00,1120,1-May,560,Injection,Winter Rye,5271
5,No Till,NA,26:13:00,1120,1-May,560,Injection,Winter Rye,5272
0,No Till,NA,28:10:10,1120,1-May,560,Injection,Winter Rye,5273
1,No Till,NA,28:10:10,1120,1-May,560,Injection,Winter Rye,5274
3,No Till,NA,28:10:10,1120,1-May,560,Injection,Winter Rye,5275
5,No Till,NA,28:10:10,1120,1-May,560,Injection,Winter Rye,5276
0,No Till,NA,Dairy Manure,1120,1-May,560,Injection,Winter Rye,5277
1,No Till,NA,Dairy Manure,1120,1-May,560,Injection,Winter Rye,5278
3,No Till,NA,Dairy Manure,1120,1-May,560,Injection,Winter Rye,5279
5,No Till,NA,Dairy Manure,1120,1-May,560,Injection,Winter Rye,5280
0,No Till,NA,26:13:00,0,1-Feb,1120,Injection,Winter Rye,5281
1,No Till,NA,26:13:00,0,1-Feb,1120,Injection,Winter Rye,5282
3,No Till,NA,26:13:00,0,1-Feb,1120,Injection,Winter Rye,5283
5,No Till,NA,26:13:00,0,1-Feb,1120,Injection,Winter Rye,5284
0,No Till,NA,28:10:10,0,1-Feb,1120,Injection,Winter Rye,5285
1,No Till,NA,28:10:10,0,1-Feb,1120,Injection,Winter Rye,5286
3,No Till,NA,28:10:10,0,1-Feb,1120,Injection,Winter Rye,5287
5,No Till,NA,28:10:10,0,1-Feb,1120,Injection,Winter Rye,5288
0,No Till,NA,Dairy Manure,0,1-Feb,1120,Injection,Winter Rye,5289
1,No Till,NA,Dairy Manure,0,1-Feb,1120,Injection,Winter Rye,5290
3,No Till,NA,Dairy Manure,0,1-Feb,1120,Injection,Winter Rye,5291
5,No Till,NA,Dairy Manure,0,1-Feb,1120,Injection,Winter Rye,5292
0,No Till,NA,26:13:00,140,1-Feb,1120,Injection,Winter Rye,5293
1,No Till,NA,26:13:00,140,1-Feb,1120,Injection,Winter Rye,5294
3,No Till,NA,26:13:00,140,1-Feb,1120,Injection,Winter Rye,5295
5,No Till,NA,26:13:00,140,1-Feb,1120,Injection,Winter Rye,5296
0,No Till,NA,28:10:10,140,1-Feb,1120,Injection,Winter Rye,5297
1,No Till,NA,28:10:10,140,1-Feb,1120,Injection,Winter Rye,5298
3,No Till,NA,28:10:10,140,1-Feb,1120,Injection,Winter Rye,5299
5,No Till,NA,28:10:10,140,1-Feb,1120,Injection,Winter Rye,5300
0,No Till,NA,Dairy Manure,140,1-Feb,1120,Injection,Winter Rye,5301
1,No Till,NA,Dairy Manure,140,1-Feb,1120,Injection,Winter Rye,5302
3,No Till,NA,Dairy Manure,140,1-Feb,1120,Injection,Winter Rye,5303
5,No Till,NA,Dairy Manure,140,1-Feb,1120,Injection,Winter Rye,5304
0,No Till,NA,26:13:00,280,1-Feb,1120,Injection,Winter Rye,5305
1,No Till,NA,26:13:00,280,1-Feb,1120,Injection,Winter Rye,5306
3,No Till,NA,26:13:00,280,1-Feb,1120,Injection,Winter Rye,5307
5,No Till,NA,26:13:00,280,1-Feb,1120,Injection,Winter Rye,5308
0,No Till,NA,28:10:10,280,1-Feb,1120,Injection,Winter Rye,5309
1,No Till,NA,28:10:10,280,1-Feb,1120,Injection,Winter Rye,5310
3,No Till,NA,28:10:10,280,1-Feb,1120,Injection,Winter Rye,5311
5,No Till,NA,28:10:10,280,1-Feb,1120,Injection,Winter Rye,5312
0,No Till,NA,Dairy Manure,280,1-Feb,1120,Injection,Winter Rye,5313
1,No Till,NA,Dairy Manure,280,1-Feb,1120,Injection,Winter Rye,5314
3,No Till,NA,Dairy Manure,280,1-Feb,1120,Injection,Winter Rye,5315
5,No Till,NA,Dairy Manure,280,1-Feb,1120,Injection,Winter Rye,5316
0,No Till,NA,26:13:00,560,1-Feb,1120,Injection,Winter Rye,5317
1,No Till,NA,26:13:00,560,1-Feb,1120,Injection,Winter Rye,5318
3,No Till,NA,26:13:00,560,1-Feb,1120,Injection,Winter Rye,5319
5,No Till,NA,26:13:00,560,1-Feb,1120,Injection,Winter Rye,5320
0,No Till,NA,28:10:10,560,1-Feb,1120,Injection,Winter Rye,5321
1,No Till,NA,28:10:10,560,1-Feb,1120,Injection,Winter Rye,5322
3,No Till,NA,28:10:10,560,1-Feb,1120,Injection,Winter Rye,5323
5,No Till,NA,28:10:10,560,1-Feb,1120,Injection,Winter Rye,5324
0,No Till,NA,Dairy Manure,560,1-Feb,1120,Injection,Winter Rye,5325
1,No Till,NA,Dairy Manure,560,1-Feb,1120,Injection,Winter Rye,5326
3,No Till,NA,Dairy Manure,560,1-Feb,1120,Injection,Winter Rye,5327
5,No Till,NA,Dairy Manure,560,1-Feb,1120,Injection,Winter Rye,5328
0,No Till,NA,26:13:00,1120,1-Feb,1120,Injection,Winter Rye,5329
1,No Till,NA,26:13:00,1120,1-Feb,1120,Injection,Winter Rye,5330
3,No Till,NA,26:13:00,1120,1-Feb,1120,Injection,Winter Rye,5331
5,No Till,NA,26:13:00,1120,1-Feb,1120,Injection,Winter Rye,5332
0,No Till,NA,28:10:10,1120,1-Feb,1120,Injection,Winter Rye,5333
1,No Till,NA,28:10:10,1120,1-Feb,1120,Injection,Winter Rye,5334
3,No Till,NA,28:10:10,1120,1-Feb,1120,Injection,Winter Rye,5335
5,No Till,NA,28:10:10,1120,1-Feb,1120,Injection,Winter Rye,5336
0,No Till,NA,Dairy Manure,1120,1-Feb,1120,Injection,Winter Rye,5337
1,No Till,NA,Dairy Manure,1120,1-Feb,1120,Injection,Winter Rye,5338
3,No Till,NA,Dairy Manure,1120,1-Feb,1120,Injection,Winter Rye,5339
5,No Till,NA,Dairy Manure,1120,1-Feb,1120,Injection,Winter Rye,5340
0,No Till,NA,26:13:00,0,1-May,1120,Injection,Winter Rye,5341
1,No Till,NA,26:13:00,0,1-May,1120,Injection,Winter Rye,5342
3,No Till,NA,26:13:00,0,1-May,1120,Injection,Winter Rye,5343
5,No Till,NA,26:13:00,0,1-May,1120,Injection,Winter Rye,5344
0,No Till,NA,28:10:10,0,1-May,1120,Injection,Winter Rye,5345
1,No Till,NA,28:10:10,0,1-May,1120,Injection,Winter Rye,5346
3,No Till,NA,28:10:10,0,1-May,1120,Injection,Winter Rye,5347
5,No Till,NA,28:10:10,0,1-May,1120,Injection,Winter Rye,5348
0,No Till,NA,Dairy Manure,0,1-May,1120,Injection,Winter Rye,5349
1,No Till,NA,Dairy Manure,0,1-May,1120,Injection,Winter Rye,5350
3,No Till,NA,Dairy Manure,0,1-May,1120,Injection,Winter Rye,5351
5,No Till,NA,Dairy Manure,0,1-May,1120,Injection,Winter Rye,5352
0,No Till,NA,26:13:00,140,1-May,1120,Injection,Winter Rye,5353
1,No Till,NA,26:13:00,140,1-May,1120,Injection,Winter Rye,5354
3,No Till,NA,26:13:00,140,1-May,1120,Injection,Winter Rye,5355
5,No Till,NA,26:13:00,140,1-May,1120,Injection,Winter Rye,5356
0,No Till,NA,28:10:10,140,1-May,1120,Injection,Winter Rye,5357
1,No Till,NA,28:10:10,140,1-May,1120,Injection,Winter Rye,5358
3,No Till,NA,28:10:10,140,1-May,1120,Injection,Winter Rye,5359
5,No Till,NA,28:10:10,140,1-May,1120,Injection,Winter Rye,5360
0,No Till,NA,Dairy Manure,140,1-May,1120,Injection,Winter Rye,5361
1,No Till,NA,Dairy Manure,140,1-May,1120,Injection,Winter Rye,5362
3,No Till,NA,Dairy Manure,140,1-May,1120,Injection,Winter Rye,5363
5,No Till,NA,Dairy Manure,140,1-May,1120,Injection,Winter Rye,5364
0,No Till,NA,26:13:00,280,1-May,1120,Injection,Winter Rye,5365
1,No Till,NA,26:13:00,280,1-May,1120,Injection,Winter Rye,5366
3,No Till,NA,26:13:00,280,1-May,1120,Injection,Winter Rye,5367
5,No Till,NA,26:13:00,280,1-May,1120,Injection,Winter Rye,5368
0,No Till,NA,28:10:10,280,1-May,1120,Injection,Winter Rye,5369
1,No Till,NA,28:10:10,280,1-May,1120,Injection,Winter Rye,5370
3,No Till,NA,28:10:10,280,1-May,1120,Injection,Winter Rye,5371
5,No Till,NA,28:10:10,280,1-May,1120,Injection,Winter Rye,5372
0,No Till,NA,Dairy Manure,280,1-May,1120,Injection,Winter Rye,5373
1,No Till,NA,Dairy Manure,280,1-May,1120,Injection,Winter Rye,5374
3,No Till,NA,Dairy Manure,280,1-May,1120,Injection,Winter Rye,5375
5,No Till,NA,Dairy Manure,280,1-May,1120,Injection,Winter Rye,5376
0,No Till,NA,26:13:00,560,1-May,1120,Injection,Winter Rye,5377
1,No Till,NA,26:13:00,560,1-May,1120,Injection,Winter Rye,5378
3,No Till,NA,26:13:00,560,1-May,1120,Injection,Winter Rye,5379
5,No Till,NA,26:13:00,560,1-May,1120,Injection,Winter Rye,5380
0,No Till,NA,28:10:10,560,1-May,1120,Injection,Winter Rye,5381
1,No Till,NA,28:10:10,560,1-May,1120,Injection,Winter Rye,5382
3,No Till,NA,28:10:10,560,1-May,1120,Injection,Winter Rye,5383
5,No Till,NA,28:10:10,560,1-May,1120,Injection,Winter Rye,5384
0,No Till,NA,Dairy Manure,560,1-May,1120,Injection,Winter Rye,5385
1,No Till,NA,Dairy Manure,560,1-May,1120,Injection,Winter Rye,5386
3,No Till,NA,Dairy Manure,560,1-May,1120,Injection,Winter Rye,5387
5,No Till,NA,Dairy Manure,560,1-May,1120,Injection,Winter Rye,5388
0,No Till,NA,26:13:00,1120,1-May,1120,Injection,Winter Rye,5389
1,No Till,NA,26:13:00,1120,1-May,1120,Injection,Winter Rye,5390
3,No Till,NA,26:13:00,1120,1-May,1120,Injection,Winter Rye,5391
5,No Till,NA,26:13:00,1120,1-May,1120,Injection,Winter Rye,5392
0,No Till,NA,28:10:10,1120,1-May,1120,Injection,Winter Rye,5393
1,No Till,NA,28:10:10,1120,1-May,1120,Injection,Winter Rye,5394
3,No Till,NA,28:10:10,1120,1-May,1120,Injection,Winter Rye,5395
5,No Till,NA,28:10:10,1120,1-May,1120,Injection,Winter Rye,5396
0,No Till,NA,Dairy Manure,1120,1-May,1120,Injection,Winter Rye,5397
1,No Till,NA,Dairy Manure,1120,1-May,1120,Injection,Winter Rye,5398
3,No Till,NA,Dairy Manure,1120,1-May,1120,Injection,Winter Rye,5399
5,No Till,NA,Dairy Manure,1120,1-May,1120,Injection,Winter Rye,5400
0,No Till,NA,26:13:00,0,1-Feb,0,Aerial Solid,Winter Rye,5401
1,No Till,NA,26:13:00,0,1-Feb,0,Aerial Solid,Winter Rye,5402
3,No Till,NA,26:13:00,0,1-Feb,0,Aerial Solid,Winter Rye,5403
5,No Till,NA,26:13:00,0,1-Feb,0,Aerial Solid,Winter Rye,5404
0,No Till,NA,28:10:10,0,1-Feb,0,Aerial Solid,Winter Rye,5405
1,No Till,NA,28:10:10,0,1-Feb,0,Aerial Solid,Winter Rye,5406
3,No Till,NA,28:10:10,0,1-Feb,0,Aerial Solid,Winter Rye,5407
5,No Till,NA,28:10:10,0,1-Feb,0,Aerial Solid,Winter Rye,5408
0,No Till,NA,Dairy Manure,0,1-Feb,0,Aerial Solid,Winter Rye,5409
1,No Till,NA,Dairy Manure,0,1-Feb,0,Aerial Solid,Winter Rye,5410
3,No Till,NA,Dairy Manure,0,1-Feb,0,Aerial Solid,Winter Rye,5411
5,No Till,NA,Dairy Manure,0,1-Feb,0,Aerial Solid,Winter Rye,5412
0,No Till,NA,26:13:00,140,1-Feb,0,Aerial Solid,Winter Rye,5413
1,No Till,NA,26:13:00,140,1-Feb,0,Aerial Solid,Winter Rye,5414
3,No Till,NA,26:13:00,140,1-Feb,0,Aerial Solid,Winter Rye,5415
5,No Till,NA,26:13:00,140,1-Feb,0,Aerial Solid,Winter Rye,5416
0,No Till,NA,28:10:10,140,1-Feb,0,Aerial Solid,Winter Rye,5417
1,No Till,NA,28:10:10,140,1-Feb,0,Aerial Solid,Winter Rye,5418
3,No Till,NA,28:10:10,140,1-Feb,0,Aerial Solid,Winter Rye,5419
5,No Till,NA,28:10:10,140,1-Feb,0,Aerial Solid,Winter Rye,5420
0,No Till,NA,Dairy Manure,140,1-Feb,0,Aerial Solid,Winter Rye,5421
1,No Till,NA,Dairy Manure,140,1-Feb,0,Aerial Solid,Winter Rye,5422
3,No Till,NA,Dairy Manure,140,1-Feb,0,Aerial Solid,Winter Rye,5423
5,No Till,NA,Dairy Manure,140,1-Feb,0,Aerial Solid,Winter Rye,5424
0,No Till,NA,26:13:00,280,1-Feb,0,Aerial Solid,Winter Rye,5425
1,No Till,NA,26:13:00,280,1-Feb,0,Aerial Solid,Winter Rye,5426
3,No Till,NA,26:13:00,280,1-Feb,0,Aerial Solid,Winter Rye,5427
5,No Till,NA,26:13:00,280,1-Feb,0,Aerial Solid,Winter Rye,5428
0,No Till,NA,28:10:10,280,1-Feb,0,Aerial Solid,Winter Rye,5429
1,No Till,NA,28:10:10,280,1-Feb,0,Aerial Solid,Winter Rye,5430
3,No Till,NA,28:10:10,280,1-Feb,0,Aerial Solid,Winter Rye,5431
5,No Till,NA,28:10:10,280,1-Feb,0,Aerial Solid,Winter Rye,5432
0,No Till,NA,Dairy Manure,280,1-Feb,0,Aerial Solid,Winter Rye,5433
1,No Till,NA,Dairy Manure,280,1-Feb,0,Aerial Solid,Winter Rye,5434
3,No Till,NA,Dairy Manure,280,1-Feb,0,Aerial Solid,Winter Rye,5435
5,No Till,NA,Dairy Manure,280,1-Feb,0,Aerial Solid,Winter Rye,5436
0,No Till,NA,26:13:00,560,1-Feb,0,Aerial Solid,Winter Rye,5437
1,No Till,NA,26:13:00,560,1-Feb,0,Aerial Solid,Winter Rye,5438
3,No Till,NA,26:13:00,560,1-Feb,0,Aerial Solid,Winter Rye,5439
5,No Till,NA,26:13:00,560,1-Feb,0,Aerial Solid,Winter Rye,5440
0,No Till,NA,28:10:10,560,1-Feb,0,Aerial Solid,Winter Rye,5441
1,No Till,NA,28:10:10,560,1-Feb,0,Aerial Solid,Winter Rye,5442
3,No Till,NA,28:10:10,560,1-Feb,0,Aerial Solid,Winter Rye,5443
5,No Till,NA,28:10:10,560,1-Feb,0,Aerial Solid,Winter Rye,5444
0,No Till,NA,Dairy Manure,560,1-Feb,0,Aerial Solid,Winter Rye,5445
1,No Till,NA,Dairy Manure,560,1-Feb,0,Aerial Solid,Winter Rye,5446
3,No Till,NA,Dairy Manure,560,1-Feb,0,Aerial Solid,Winter Rye,5447
5,No Till,NA,Dairy Manure,560,1-Feb,0,Aerial Solid,Winter Rye,5448
0,No Till,NA,26:13:00,1120,1-Feb,0,Aerial Solid,Winter Rye,5449
1,No Till,NA,26:13:00,1120,1-Feb,0,Aerial Solid,Winter Rye,5450
3,No Till,NA,26:13:00,1120,1-Feb,0,Aerial Solid,Winter Rye,5451
5,No Till,NA,26:13:00,1120,1-Feb,0,Aerial Solid,Winter Rye,5452
0,No Till,NA,28:10:10,1120,1-Feb,0,Aerial Solid,Winter Rye,5453
1,No Till,NA,28:10:10,1120,1-Feb,0,Aerial Solid,Winter Rye,5454
3,No Till,NA,28:10:10,1120,1-Feb,0,Aerial Solid,Winter Rye,5455
5,No Till,NA,28:10:10,1120,1-Feb,0,Aerial Solid,Winter Rye,5456
0,No Till,NA,Dairy Manure,1120,1-Feb,0,Aerial Solid,Winter Rye,5457
1,No Till,NA,Dairy Manure,1120,1-Feb,0,Aerial Solid,Winter Rye,5458
3,No Till,NA,Dairy Manure,1120,1-Feb,0,Aerial Solid,Winter Rye,5459
5,No Till,NA,Dairy Manure,1120,1-Feb,0,Aerial Solid,Winter Rye,5460
0,No Till,NA,26:13:00,0,1-May,0,Aerial Solid,Winter Rye,5461
1,No Till,NA,26:13:00,0,1-May,0,Aerial Solid,Winter Rye,5462
3,No Till,NA,26:13:00,0,1-May,0,Aerial Solid,Winter Rye,5463
5,No Till,NA,26:13:00,0,1-May,0,Aerial Solid,Winter Rye,5464
0,No Till,NA,28:10:10,0,1-May,0,Aerial Solid,Winter Rye,5465
1,No Till,NA,28:10:10,0,1-May,0,Aerial Solid,Winter Rye,5466
3,No Till,NA,28:10:10,0,1-May,0,Aerial Solid,Winter Rye,5467
5,No Till,NA,28:10:10,0,1-May,0,Aerial Solid,Winter Rye,5468
0,No Till,NA,Dairy Manure,0,1-May,0,Aerial Solid,Winter Rye,5469
1,No Till,NA,Dairy Manure,0,1-May,0,Aerial Solid,Winter Rye,5470
3,No Till,NA,Dairy Manure,0,1-May,0,Aerial Solid,Winter Rye,5471
5,No Till,NA,Dairy Manure,0,1-May,0,Aerial Solid,Winter Rye,5472
0,No Till,NA,26:13:00,140,1-May,0,Aerial Solid,Winter Rye,5473
1,No Till,NA,26:13:00,140,1-May,0,Aerial Solid,Winter Rye,5474
3,No Till,NA,26:13:00,140,1-May,0,Aerial Solid,Winter Rye,5475
